d7628c89122e8659c73070c56364fac3791cfa0c,taskName,raceSet,blackLabels,whiteLabels,taskNumber,taskURL,name,response,serial,declined,submitLatency,log_serial,trial_id,responseHandle,latency,stimuli,media,data,block3Cond,feedback,d,pristineLatency
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,95,95,left,1067,"[""Bad""]","[""Detest""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""White people/Bad,Black people/Good"",""block"":4}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2left,,,,,96,96,left,713,"[[""White people""]]","[""wm3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""White people/Bad,Black people/Good"",""block"":4}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,97,97,left,1020,"[""Bad""]","[""Ugly""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""White people/Bad,Black people/Good"",""block"":4}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1right,,,,,98,98,right,839,"[[""Black people""]]","[""bm1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""White people/Bad,Black people/Good"",""block"":4}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,99,99,right,1267,"[""Good""]","[""Love""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""White people/Bad,Black people/Good"",""block"":4}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1right,,,,,100,100,right,650,"[[""Black people""]]","[""bf1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""White people/Bad,Black people/Good"",""block"":4}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,101,101,right,651,"[""Good""]","[""Fantastic""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""White people/Bad,Black people/Good"",""block"":4}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2left,,,,,102,102,left,779,"[[""White people""]]","[""wm1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""White people/Bad,Black people/Good"",""block"":4}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,103,103,left,608,"[""Bad""]","[""Annoy""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""White people/Bad,Black people/Good"",""block"":4}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,instructions,,,,,104,104,space,2107,"[""dummy""]","["" ""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,105,105,right,3388,"[[""White people""]]","[""wm3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,106,106,left,755,"[[""Black people""]]","[""bf2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,107,107,left,1175,"[[""Black people""]]","[""bf3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,108,108,right,659,"[[""White people""]]","[""wf3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,109,109,right,945,"[[""White people""]]","[""wf1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,110,110,left,614,"[[""Black people""]]","[""bm3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,111,111,right,823,"[[""White people""]]","[""wm2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,112,112,left,553,"[[""Black people""]]","[""bm2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,113,113,right,537,"[[""White people""]]","[""wf2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,114,114,right,914,"[[""White people""]]","[""wm1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,115,115,left,587,"[[""Black people""]]","[""bm1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,116,116,left,712,"[[""Black people""]]","[""bf3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,117,117,left,721,"[[""Black people""]]","[""bm3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,118,118,right,641,"[[""White people""]]","[""wf2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,119,119,left,641,"[[""Black people""]]","[""bf1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,120,120,right,602,"[[""White people""]]","[""wm2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,121,121,left,573,"[[""Black people""]]","[""bf2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,122,122,left,714,"[[""Black people""]]","[""bm2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,123,123,right,536,"[[""White people""]]","[""wf3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,124,124,right,622,"[[""White people""]]","[""wf1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,125,125,right,607,"[[""White people""]]","[""wm3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,126,126,left,610,"[[""Black people""]]","[""bm1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,127,127,left,1467,"[[""Black people""]]","[""bf3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,128,128,right,649,"[[""White people""]]","[""wm3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,129,129,right,1003,"[[""White people""]]","[""wf3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,130,130,left,652,"[[""Black people""]]","[""bm1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,131,131,right,741,"[[""White people""]]","[""wm2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,132,132,left,785,"[[""Black people""]]","[""bf2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people,White people"",""block"":5}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,instructions,,,,,133,133,space,2232,"[""dummy""]","["" ""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,134,134,right,1485,"[[""White people""]]","[""wm1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,135,135,left,719,"[""Bad""]","[""Yucky""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,136,136,left,808,"[[""Black people""]]","[""bf1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,137,137,right,1160,"[""Good""]","[""Adore""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,138,138,right,1304,"[[""White people""]]","[""wf1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,139,139,left,776,"[""Bad""]","[""Abuse""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,140,140,left,680,"[[""Black people""]]","[""bm2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,141,141,right,1223,"[""Good""]","[""Joyous""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,142,142,left,764,"[[""Black people""]]","[""bm3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,143,143,left,1494,"[""Bad""]","[""Disgust""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,144,144,right,736,"[[""White people""]]","[""wf2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,145,145,right,815,"[""Good""]","[""Happy""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,146,146,left,746,"[[""Black people""]]","[""bm2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,147,147,right,1141,"[""Good""]","[""Love""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,148,148,right,702,"[[""White people""]]","[""wf3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,149,149,left,935,"[""Bad""]","[""Ugly""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,150,150,right,795,"[[""White people""]]","[""wf2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,151,151,left,2764,"[""Bad""]","[""Sadness""]","{""score"":1,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,152,152,left,793,"[[""Black people""]]","[""bf1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,153,153,right,2246,"[""Good""]","[""Excellent""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":6}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,instructions,,,,,154,154,space,1109,"[""dummy""]","["" ""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,155,155,right,1634,"[[""White people""]]","[""wm3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,156,156,right,742,"[""Good""]","[""Joyful""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,157,157,left,665,"[[""Black people""]]","[""bm3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,158,158,left,1068,"[""Bad""]","[""Detest""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,159,159,right,623,"[[""White people""]]","[""wm1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,160,160,left,1046,"[""Bad""]","[""Hate""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,161,161,left,718,"[[""Black people""]]","[""bf3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,162,162,right,678,"[""Good""]","[""Celebrate""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,163,163,right,1170,"[[""White people""]]","[""wf1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,164,164,left,724,"[""Bad""]","[""Detest""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,165,165,left,847,"[[""Black people""]]","[""bm1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,166,166,right,2343,"[""Good""]","[""Joyous""]","{""score"":1,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,167,167,right,1037,"[[""White people""]]","[""wm2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,168,168,right,919,"[""Good""]","[""Excellent""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,169,169,left,692,"[[""Black people""]]","[""bf2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,170,170,left,1523,"[""Bad""]","[""Ugly""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,171,171,left,708,"[[""Black people""]]","[""bf3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,172,172,left,800,"[""Bad""]","[""Hate""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,173,173,right,541,"[[""White people""]]","[""wf2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,174,174,right,707,"[""Good""]","[""Celebrate""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,175,175,left,856,"[[""Black people""]]","[""bf2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,176,176,right,813,"[""Good""]","[""Joyful""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,177,177,right,915,"[[""White people""]]","[""wm2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,178,178,left,1375,"[""Bad""]","[""Abuse""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,179,179,right,875,"[[""White people""]]","[""wf1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,180,180,left,1155,"[""Bad""]","[""Annoy""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,181,181,left,1642,"[[""Black people""]]","[""bf1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,182,182,right,988,"[""Good""]","[""Love""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,183,183,left,803,"[[""Black people""]]","[""bm3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,184,184,left,1007,"[""Bad""]","[""Disgust""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,185,185,right,636,"[[""White people""]]","[""wf3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,186,186,right,791,"[""Good""]","[""Fantastic""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,187,187,left,750,"[[""Black people""]]","[""bm2_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,188,188,right,1121,"[""Good""]","[""Happy""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,189,189,right,673,"[[""White people""]]","[""wm3_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,190,190,left,786,"[""Bad""]","[""Yucky""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat1left,,,,,191,191,left,803,"[[""Black people""]]","[""bm1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att1left,,,,,192,192,left,890,"[""Bad""]","[""Sadness""]","{""score"":0,""parcel"":""first"",""corResp"":""left"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,cat2right,,,,,193,193,right,609,"[[""White people""]]","[""wm1_nc.jpg""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,att2right,,,,,194,194,right,960,"[""Good""]","[""Adore""]","{""score"":0,""parcel"":""first"",""corResp"":""right"",""condition"":""Black people/Bad,White people/Good"",""block"":7}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,instructions,,,,,195,195,space,1218,"[""Default""]","[""Press space to continue to the next task""]","{""blockStart"":true,""condition"":""instructions"",""score"":0,""block"":0}",,,,
d7628c89122e8659c73070c56364fac3791cfa0c,raceiat,,,,,,,,,,,,,,,,,,"White people/Bad,Black people/Good",Your responses suggested a moderate automatic preference for White people over Black people.,-0.44,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,6,rwascale.js,,,,,,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf20,4,18,,3798.8999996185303,,,,2342.8999996185303,,,,,,,2342.8999996185303
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf15,5,19,,9520,,,,857.5,,,,,,,857.5
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf17,,20,true,1353.5999994277954,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf10,,21,true,1446,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf2,,22,true,1146.3000001907349,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf7,,23,true,1047.6000003814697,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf8,,24,true,1428.7999992370605,,,,,,,,,,,
d7628c89122e8659c73070c56364fac3791cfa0c,rwascale,,,,,,rwaf16,,25,true,1254,,,,,,,,,,,
